PartNo,pollingStation,NTKVotes2019,TotalVotes,PolledVotes,NTKpercentage,BoothAdress,Panchayat,UnionBlocks,Hamlets,Male,Female,TotalVotes,ThirdGender,MainTownOrVillage ,Mandalam ,Birga ,PoliceStation,Taluk ,District,Pincode,PageNo ,Thoguthi ,Status ,OverlapPartNo ,Scope 
210-223,"அரசு உயர்நிலைப்பள்ளி,  சம்பை",18,1116,737,2.4,"புதியக்கட்டிடம், (மேற்குப் பக்கம் கிழக்கு பகுதி)",வெண்ணத்தூர்,இராம்நாடு,"பாப்பனேந்தல்
வெண்ணத்தூர்
முத்து ரெகுநாதபுரம்
முத்து ரெகுநாதபுரம்",551,563,1114,,வெண்ணத்தூர்,வெண்ணத்தூர்,தேவிபட்டிணம் ,தேவிபட்டிணம் ,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,40,210,,,1
210-224,"ஊராட்சி ஒன்றிய நடுநிலைப்பள்ளி, மாதவனூர்",37,662,468,7.9,புதிய மேற்குக் கட்டிடம் மைய அறை,மாதவனூர்,இராம்நாடு,"சிங்கனேந்தல்
முத்துவார் கொண்டான்
புறக்குடி
வட்டக்குடி",315,346,661,,அலமனேந்தல் ,அலமனேந்தல் ,தேவிபட்டிணம் ,தேவிபட்டிணம் ,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,26,210,,,1
210-225,"ஊராட்சி ஒன்றிய நடுநிலைப்பள்ளி, மாதவனூர்",40,1053,776,5.2,புதிய மேற்கு கட்டிடம் வடக்கு பகுதி,மாதவனூர்,இராம்நாடு,"மாதவனூர்
பூத்தோண்டி
நரியனேந்தல்",526,527,1053,,அலமனேந்தல் ,அலமனேந்தல் ,தேவிபட்டிணம் ,தேவிபட்டிணம் ,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,39,210,,,1
210-226,"அரசினர் மேல் நிலைப்பள்ளி, தேவிபட்டிணம்",59,1091,815,7.2,மேற்கு கட்டிடம் தெற்கு அறை ,தேவிபட்டிணம்,இராம்நாடு,வடக்கு தெரு(வார்டு 1),538,551,1089,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,38,210,,,1
210-227,"அரசினர் மேல் நிலைப்பள்ளி,  தேவிபட்டிணம்",14,563,401,3.5,புதிய கட்டிடம் 10-ம் வகுப்பு பி-பிரிவு அறை,தேவிபட்டிணம்,இராம்நாடு,"தோப்புக்காரத் தெரு
வடக்குத் தெரு 2",269,291,560,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,22,210,,,1
210-228,"அரசினர் மேல்நிலைப்பள்ளி,  தேவிபட்டிணம்",24,743,513,4.7,மத்திய கட்டிடம்,தேவிபட்டிணம்,இராம்நாடு,"வாணியர் தெரு,போஸ்டாபிஸ் தெரு,கடைத்தெரு
வடக்கு தெரு",375,366,741,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,27,210,,,1
210-229,"ஊராட்சி ஒன்றிய நடுநிலைப்பள்ளி, தேவிப்பட்டிணம்.",25,858,637,3.9,"தெற்கு கட்டிடம் கிழக்கு பகுதி
",தேவிபட்டிணம்,இராம்நாடு,"கழனிக்குடி
சக்கரவான நல்லூர்",403,455,858,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,32,210,,,1
210-230,"ஊராட்சி ஒன்றிய தொடக்கப்பள்ளி ,தேவிபட்டிணம்",10,700,452,2.2,"(வடக்கு), வடக்கு பக்கம், மேற்கு கட்டிடம்",தேவிபட்டிணம்,இராம்நாடு,"தட்டார் தெரு,
முட்டைக்காரத்தெரு",329,371,700,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,27,210,,,1
210-231,"ஊராட்சி ஒன்றிய தொடக்கப்பள்ளி, தேவிப்பட்டிணம்",9,1027,616,1.5,தெற்குக் கட்டிடம் தெற்குப் பக்கம் ,தேவிபட்டிணம்,இராம்நாடு,"கடைத்தெரு,
நடுத்தெரு",524,503,1027,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,38,210,,,1
210-232,"அரசு உயர்நிலைப்பள்ளி,  தேவிபட்டிணம்",2,706,529,0.4,வடக்குக் கட்டிடம் கிழக்கு பக்கம்,தேவிபட்டிணம்,இராம்நாடு,"படையாச்சி தெரு
மீனவர் காலணி",357,348,705,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,28,210,,,1
210-233,"அரசு உயர்நிலைப்பள்ளி, தேவிபட்டிணம்",4,571,460,0.9,வடக்குக் கட்டிடம் மேற்கு பக்கம்,தேவிபட்டிணம்,இராம்நாடு,"ஆர்.சி.கிருஸ்டியன் தெரு
நாடார் தெரு",295,274,569,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,24,210,,,1
210-234,"அரசு உயர்நிலைப்பள்ளி, தேவிபட்டினம்",4,680,436,0.9,தெற்கு கட்டிடம் மேற்கு பகுதி,தேவிபட்டிணம்,இராம்நாடு,லயன்வாடி தெரு,303,377,680,,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,தேவிபட்டிணம்,இராமநாதபுரம் ,இராமநாதபுரம் ,623514,25,210,,,1
